island	5.742	lady	7.844	6.793
buy	7.028	wire	6.541	6.7845
jail	6.238	horse	7.33	6.784
bag	8.232	telephone	5.321	6.7765
circle	6.302	camp	7.206	6.754
hot	8.631	eating	4.875	6.753
pour	4.463	wall	9.029	6.746
carrot	6.335	window	7.146	6.7405
meal	7.108	jacket	6.363	6.7355
live	7.105	goat	6.348	6.7265
camera	5.794	skin	7.655	6.7245
wash	6.985	hour	6.46	6.7225
case	7.813	shower	5.63	6.7215
wing	7.015	teacher	6.419	6.717
way	7.287	sheep	6.139	6.713
win	7.525	driver	5.896	6.7105
miss	5.645	beach	7.767	6.706
trip	6.947	brush	6.414	6.6805
keep	7.364	suit	5.99	6.677
seat	7.46	jaw	5.864	6.662
army	5.621	city	7.701	6.661
box	8.804	shore	4.513	6.6585
bark	5.156	story	8.158	6.657
time	8.306	officer	4.98	6.643
pepper	5.088	story	8.158	6.623
kill	5.978	bread	7.259	6.6185
barn	6.601	stay	6.629	6.615
fish	8.293	march	4.937	6.615
cut	7.918	ceiling	5.307	6.6125
ray	4.973	bad	8.248	6.6105
dollar	7.096	lock	6.104	6.6
flower	7.484	lose	5.705	6.5945
shell	5.694	flower	7.484	6.589
bat	6.666	cheese	6.507	6.5865
dress	7.891	mountain	5.264	6.5775
jet	6.57	fork	6.568	6.569
chin	5.792	horse	7.33	6.561
breakfast	5.188	tie	7.907	6.5475
lock	6.104	seed	6.976	6.54
doctor	7.019	monkey	6.052	6.5355
couch	6.05	sand	6.996	6.523
coast	5.941	church	7.093	6.517
cup	8.117	wild	4.881	6.499
milk	8.484	crew	4.509	6.4965
chicken	6.924	banana	6.056	6.49
hammer	4.853	walk	8.127	6.49
train	7.851	closet	5.115	6.483
artist	5.067	dress	7.891	6.479
spoon	6.456	plane	6.493	6.4745
plan	5.762	film	7.179	6.4705
zoo	6.944	husband	5.977	6.4605
soap	7.158	plan	5.762	6.46
blade	4.049	school	8.83	6.4395
guest	4.936	street	7.902	6.419
tail	7.523	late	5.314	6.4185
brick	4.941	long	7.891	6.416
few	6.453	earth	6.373	6.413
toilet	5.872	chicken	6.924	6.398
cookie	6.987	worse	5.805	6.396
corn	5.996	shop	6.788	6.392
stand	6.948	sweet	5.832	6.39
bite	6.882	ox	5.882	6.382
past	4.844	cut	7.918	6.381
beer	6.159	roof	6.585	6.372
truck	7.336	whale	5.373	6.3545
match	6.321	dirt	6.361	6.341
bowl	7.053	sofa	5.619	6.336
coin	6.805	jaw	5.864	6.3345
wife	7.376	country	5.257	6.3165
number	7.487	fuel	5.139	6.313
war	6.466	report	6.154	6.31
chief	5.153	place	7.453	6.303
lion	6.701	driver	5.896	6.2985
channel	5.326	gas	7.26	6.293
pit	5.693	bite	6.882	6.2875
bow	6.477	race	6.093	6.285
glass	7.725	coal	4.84	6.2825
ski	5.218	picture	7.33	6.274
line	8.075	fog	4.449	6.262
fruit	7.314	cloth	5.209	6.2615
disease	4.595	music	7.925	6.26
goal	5.615	sad	6.895	6.255
bath	7.34	lawyer	5.148	6.244
carry	5.877	hotel	6.597	6.237
bone	6.703	pocket	5.76	6.2315
bump	5.49	zoo	6.944	6.217
camp	7.206	nest	5.221	6.2135
tip	6.071	throw	6.353	6.212
kiss	7.263	pencil	5.119	6.191
blood	7.931	message	4.423	6.177
plum	5.095	find	7.252	6.1735
roof	6.585	form	5.757	6.171
plane	6.493	pear	5.839	6.166
type	5.99	carrot	6.335	6.1625
king	7.242	listen	5.075	6.1585
pond	6.028	ocean	6.287	6.1575
before	5.521	adult	6.75	6.1355
potato	5.78	sure	6.49	6.135
flag	6.675	pillow	5.59	6.1325
fill	5.838	dead	6.422	6.13
period	4.206	town	8.047	6.1265
soft	5.975	size	6.272	6.1235
lip	7.465	kite	4.779	6.122
fuel	5.139	radio	7.095	6.117
gem	3.73	name	8.482	6.106
wolf	6.661	skirt	5.543	6.102
salt	6.888	mountain	5.264	6.076
soup	6.03	lawn	6.088	6.059
dye	4.663	yard	7.445	6.054
lamb	6.614	path	5.488	6.051
rice	7.87	fine	4.227	6.0485
medicine	4.877	ship	7.204	6.0405
jelly	4.577	flower	7.484	6.0305
aunt	6.695	singer	5.357	6.026
officer	4.98	gift	7.06	6.02
find	7.252	beard	4.785	6.0185
iron	5.249	shop	6.788	6.0185
body	8.502	earn	3.522	6.012
jar	5.984	ticket	6.034	6.009
symbol	2.875	eat	9.135	6.005
beef	5.606	laugh	6.368	5.987
map	7.312	garbage	4.629	5.9705
coffee	6.525	slow	5.387	5.956
easy	5.12	mud	6.779	5.9495
orange	7.003	stomach	4.893	5.948
village	4.166	glass	7.725	5.9455
pearl	4.521	truck	7.336	5.9285
cool	6.214	spider	5.638	5.926
mad	5.606	ride	6.246	5.926
lunch	7.246	dump	4.603	5.9245
trail	5.22	brain	6.625	5.9225
snake	5.812	stair	6.011	5.9115
end	7.912	whisper	3.879	5.8955
tune	3.747	gun	8.042	5.8945
spike	5.958	snake	5.812	5.885
station	4.755	team	6.999	5.877
order	5.413	care	6.34	5.8765
teacher	6.419	insect	5.321	5.87
light	7.981	vacation	3.755	5.868
drug	6.301	joke	5.407	5.854
sight	4.5	sugar	7.197	5.8485
mirror	5.733	branch	5.963	5.848
brush	6.414	mug	5.282	5.848
pillow	5.59	heat	6.106	5.848
wood	7.898	breath	3.785	5.8415
noodle	4.69	tool	6.971	5.8305
text	4.481	soap	7.158	5.8195
cotton	4.596	cash	7.038	5.817
jaw	5.864	lemon	5.76	5.812
hook	5.166	club	6.452	5.809
speak	7.248	purse	4.336	5.792
bedroom	6.096	crab	5.466	5.781
heat	6.106	rope	5.452	5.779
dentist	4.294	bread	7.259	5.7765
wine	5.598	glove	5.95	5.774
peach	5.437	hay	6.111	5.774
wear	6.453	court	5.091	5.772
notice	4.519	apple	6.969	5.744
costume	5.29	desk	6.158	5.724
tongue	6.143	costume	5.29	5.7165
oven	5.297	cell	6.132	5.7145
football	5.388	stain	6.026	5.707
wave	6.843	member	4.569	5.706
reach	5.976	forest	5.41	5.693
nice	6.519	hammer	4.853	5.686
jam	5.005	front	6.365	5.685
chew	4.999	pen	6.299	5.649
slip	4.696	barn	6.601	5.6485
church	7.093	wound	4.196	5.6445
guess	5.283	corn	5.996	5.6395
send	5.781	sauce	5.496	5.6385
base	6.73	float	4.545	5.6375
soul	4.079	film	7.179	5.629
cell	6.132	pile	5.119	5.6255
boss	5.99	iron	5.249	5.6195
monkey	6.052	pork	5.184	5.618
pan	7.079	rough	4.143	5.611
save	5.515	spring	5.693	5.604
butter	5.017	juice	6.189	5.603
chop	4.706	office	6.494	5.6
article	3.665	tail	7.523	5.594
safe	5.333	after	5.846	5.5895
lobby	3.913	bread	7.259	5.586
clay	5.573	wine	5.598	5.5855
fine	4.227	chicken	6.924	5.5755
west	5.628	track	5.508	5.568
plug	5.173	deer	5.959	5.566
pool	7.206	fudge	3.911	5.5585
tank	5.051	drum	6.066	5.5585
sick	6.065	thread	5.052	5.5585
listen	5.075	soup	6.03	5.5525
badge	3.395	song	7.706	5.5505
lamp	6.044	thread	5.052	5.548
boot	6.966	evening	4.099	5.5325
magazine	5.576	soil	5.459	5.5175
bill	7.151	whisper	3.879	5.515
rocket	5.044	grape	5.984	5.514
pot	6.293	guide	4.729	5.511
turtle	5.932	dawn	5.089	5.5105
wig	5.173	chin	5.792	5.4825
mountain	5.264	pill	5.688	5.476
hay	6.111	oak	4.813	5.462
worm	6.718	aim	4.202	5.46
morning	6.894	heel	4.013	5.4535
scare	5.099	camera	5.794	5.4465
fall	7.262	maple	3.63	5.446
draw	7.192	poet	3.695	5.4435
elf	4.36	plane	6.493	5.4265
pony	5.123	yell	5.722	5.4225
news	6.94	dive	3.896	5.418
record	6.471	holiday	4.357	5.414
tie	7.907	trunk	2.906	5.4065
hole	6.308	sour	4.502	5.405
tiger	6.878	load	3.924	5.401
pocket	5.76	menu	5.04	5.4
care	6.34	hunt	4.453	5.3965
corner	5.724	loud	5.053	5.3885
loud	5.053	rose	5.723	5.388
fat	6.955	bury	3.815	5.385
basement	3.388	sky	7.374	5.381
crab	5.466	costume	5.29	5.378
never	6.049	unit	4.693	5.371
sand	6.996	tennis	3.732	5.364
ape	5.85	medicine	4.877	5.3635
hawk	4.716	grape	5.984	5.35
novel	3.801	salt	6.888	5.3445
able	4.337	goat	6.348	5.3425
slap	5.196	path	5.488	5.342
sack	4.943	rose	5.723	5.333
male	7.071	whistle	3.594	5.3325
wide	4.862	cent	5.783	5.3225
tent	6.218	vehicle	4.418	5.318
blanket	5.696	crow	4.925	5.3105
service	4.081	pain	6.536	5.3085
track	5.508	arrow	5.103	5.3055
club	6.452	tide	4.148	5.3
board	6.568	lizard	4.03	5.299
weapon	5.041	skirt	5.543	5.292
seed	6.976	wool	3.606	5.291
leader	5.165	painting	5.41	5.2875
dirt	6.361	dancer	4.209	5.285
dinner	6.769	sweat	3.798	5.2835
alley	3.651	grass	6.906	5.2785
dance	6.451	issue	4.066	5.2585
ham	6.168	yolk	4.33	5.249
hound	4.055	voice	6.439	5.247
free	6.018	welcome	4.449	5.2335
ship	7.204	dairy	3.237	5.2205
land	7.832	thirsty	2.592	5.212
string	5.445	sell	4.961	5.203
pass	6.302	skull	4.102	5.202
skull	4.102	rule	6.27	5.186
scale	3.468	bank	6.897	5.1825
mug	5.282	menu	5.04	5.161
file	5.306	battle	5.014	5.16
picture	7.33	tractor	2.99	5.16
olive	4.72	birth	5.595	5.1575
weed	4.638	lift	5.667	5.1525
cream	6.027	judge	4.27	5.1485
nail	5.972	neat	4.321	5.1465
finish	3.925	dirt	6.361	5.143
deer	5.959	dime	4.326	5.1425
close	6.742	napkin	3.531	5.1365
bee	6.293	zipper	3.972	5.1325
saddle	3.318	zoo	6.944	5.131
aim	4.202	soup	6.03	5.116
court	5.091	newspaper	5.139	5.115
answer	5.645	hungry	4.583	5.114
princess	5.057	bark	5.156	5.1065
oil	6.277	dial	3.935	5.106
ocean	6.287	grip	3.91	5.0985
lane	5.213	shark	4.978	5.0955
touch	5.47	sail	4.718	5.094
garbage	4.629	pump	5.559	5.094
angel	7.164	breeze	3.022	5.093
steam	4.379	metal	5.807	5.093
hint	3.688	office	6.494	5.091
restaurant	4.288	ink	5.883	5.0855
contract	2.051	point	8.116	5.0835
shield	4.182	husband	5.977	5.0795
elm	1.845	fish	8.293	5.069
sweat	3.798	blow	6.333	5.0655
breeze	3.022	part	7.105	5.0635
coach	5.124	chew	4.999	5.0615
lace	3.944	beer	6.159	5.0515
birth	5.595	sight	4.5	5.0475
party	7.455	rapid	2.612	5.0335
freeze	5.191	package	4.875	5.033
mall	4.258	metal	5.807	5.0325
stone	7.431	heal	2.612	5.0215
infant	4.625	higher	5.417	5.021
rule	6.27	bolt	3.754	5.012
soda	6.083	dial	3.935	5.009
deep	5.498	crew	4.509	5.0035
neck	7.784	profit	2.216	5
bunch	5.462	prison	4.531	4.9965
berry	4.521	space	5.465	4.993
medal	3.684	ocean	6.287	4.9855
bronze	1.63	night	8.341	4.9855
rose	5.723	vest	4.247	4.985
fork	6.568	opening	3.395	4.9815
part	7.105	velvet	2.849	4.977
ant	6.343	roar	3.606	4.9745
beard	4.785	chief	5.153	4.969
dump	4.603	eagle	5.33	4.9665
prison	4.531	stove	5.384	4.9575
candy	6.242	bloom	3.665	4.9535
office	6.494	worth	3.413	4.9535
hide	6.381	increase	3.507	4.944
meat	7.125	rural	2.744	4.9345
trash	6.248	afternoon	3.595	4.9215
prize	5.113	flood	4.72	4.9165
curve	3.755	ticket	6.034	4.8945
dead	6.422	diet	3.289	4.8555
pound	4.956	drain	4.754	4.855
item	5.772	puzzle	3.929	4.8505
whistle	3.594	heat	6.106	4.85
lemon	5.76	tunnel	3.939	4.8495
rush	3.634	frog	6.037	4.8355
worker	5.477	shield	4.182	4.8295
tough	4.963	noodle	4.69	4.8265
ash	5.254	hamster	4.393	4.8235
shot	6.074	snail	3.545	4.8095
belly	5.871	peel	3.74	4.8055
duck	7.166	buckle	2.439	4.8025
chocolate	5.522	soul	4.079	4.8005
salad	5.283	shiny	4.31	4.7965
anchor	4.737	camel	4.849	4.793
shark	4.978	empty	4.586	4.782
code	4.452	south	5.108	4.78
rent	3.248	taste	6.307	4.7775
tin	4.969	hungry	4.583	4.776
grape	5.984	damage	3.556	4.77
frog	6.037	dock	3.502	4.7695
post	6.385	jog	3.152	4.7685
singer	5.357	soccer	4.172	4.7645
slipper	2.574	news	6.94	4.757
cigarette	3.661	present	5.837	4.749
tall	5.153	circus	4.344	4.7485
uniform	4.524	tin	4.969	4.7465
scout	4.284	globe	5.193	4.7385
cabinet	4.303	wig	5.173	4.738
yolk	4.33	fail	5.139	4.7345
button	5.882	sting	3.569	4.7255
oatmeal	3.673	pocket	5.76	4.7165
organ	4.147	guess	5.283	4.715
path	5.488	boil	3.927	4.7075
adult	6.75	rescue	2.665	4.7075
thunder	3.615	dust	5.8	4.7075
scratch	3.586	deal	5.827	4.7065
rib	5.379	bullet	4.027	4.703
tool	6.971	marriage	2.421	4.696
vine	4.043	eagle	5.33	4.6865
scream	5.27	statue	4.103	4.6865
tire	5.281	crown	4.089	4.685
statue	4.103	mountain	5.264	4.6835
sauce	5.496	peace	3.864	4.68
gym	5.692	rifle	3.651	4.6715
brain	6.625	embrace	2.71	4.6675
tornado	3.625	building	5.677	4.651
moose	4.256	cord	5.041	4.6485
stripe	4.803	weak	4.489	4.646
bang	4.134	fuel	5.139	4.6365
blossom	2.589	flag	6.675	4.632
act	6.35	thief	2.906	4.628
idea	5.317	sponge	3.914	4.6155
hush	3.82	football	5.388	4.604
range	4.73	cabin	4.478	4.604
scene	3.887	idea	5.317	4.602
jeep	4.365	beat	4.837	4.601
grade	4.157	cord	5.041	4.599
wallet	3.517	cereal	5.606	4.5615
snap	4.136	pound	4.956	4.546
lily	4.202	shout	4.889	4.5455
cloud	6.358	straight	2.725	4.5415
horn	6.275	gender	2.806	4.5405
surf	3.795	salad	5.283	4.539
scent	3.093	jar	5.984	4.5385
needle	5.031	candle	4.041	4.536
clock	6.451	moss	2.614	4.5325
cord	5.041	fever	4.023	4.532
stew	3.592	shoot	5.458	4.525
sofa	5.619	harbor	3.43	4.5245
liver	4.351	vote	4.682	4.5165
grave	3.992	shark	4.978	4.485
chance	2.488	bow	6.477	4.4825
dear	5.065	cattle	3.897	4.481
beaver	3.712	iron	5.249	4.4805
guard	5.201	smooth	3.742	4.4715
canoe	3.902	choose	5.038	4.47
tobacco	4.203	sail	4.718	4.4605
quiet	5.281	spicy	3.638	4.4595
stumble	1.145	glass	7.725	4.435
voice	6.439	beginning	2.403	4.421
blouse	3.546	quiet	5.281	4.4135
flea	4.262	truth	4.552	4.407
chalk	5.045	heaven	3.764	4.4045
sense	4.2	disease	4.595	4.3975
accident	3.501	allow	5.292	4.3965
guide	4.729	painter	4.056	4.3925
soil	5.459	flesh	3.32	4.3895
hog	4.915	bright	3.844	4.3795
build	6.743	merry	2.013	4.378
shed	4.672	knob	4.03	4.351
trace	3.257	peach	5.437	4.347
battle	5.014	temple	3.68	4.347
cottage	1.729	news	6.94	4.3345
slice	3.907	station	4.755	4.331
fog	4.449	length	4.208	4.3285
deck	4.887	navy	3.748	4.3175
march	4.937	lettuce	3.696	4.3165
dust	5.8	drama	2.826	4.313
real	6.423	empire	2.203	4.313
thirsty	2.592	winter	6.032	4.312
cape	4.701	swallow	3.884	4.2925
bury	3.815	partner	4.762	4.2885
power	4.346	warn	4.23	4.288
shop	6.788	primary	1.775	4.2815
public	3.794	quarter	4.755	4.2745
lawyer	5.148	strawberry	3.39	4.269
spice	4.191	power	4.346	4.2685
bucket	4.288	muscle	4.233	4.2605
automobile	2.078	queen	6.43	4.254
site	5.086	rail	3.407	4.2465
journal	4.222	judge	4.27	4.246
lens	3.171	late	5.314	4.2425
lumber	2.18	drug	6.301	4.2405
nurse	5.631	moment	2.841	4.236
poster	3.152	mile	5.308	4.23
owl	4.611	quilt	3.842	4.2265
slept	1.49	gate	6.957	4.2235
belt	6.585	quack	1.861	4.223
queen	6.43	chestnut	2.014	4.222
edge	5.36	athlete	3.082	4.221
joke	5.407	ramp	3.034	4.2205
lighter	1.237	floor	7.203	4.22
trunk	2.906	patient	5.512	4.209
veil	1.86	pain	6.536	4.198
whale	5.373	photograph	3.01	4.1915
nickel	3.805	jelly	4.577	4.191
ache	3.239	newspaper	5.139	4.189
silver	4.677	lettuce	3.696	4.1865
elephant	4.581	height	3.778	4.1795
piano	5.473	reward	2.872	4.1725
tale	3.885	neighbor	4.459	4.172
clean	6.15	doorway	2.178	4.164
lime	4.214	skull	4.102	4.158
bridge	6.11	empire	2.203	4.1565
fair	5.541	sin	2.763	4.152
puddle	3.298	tough	4.963	4.1305
magnet	3.42	coal	4.84	4.13
waist	3.938	highway	4.271	4.1045
swallow	3.884	valley	4.319	4.1015
safety	3.683	meeting	4.513	4.098
bay	5.186	mattress	3.002	4.094
mule	4.597	scratch	3.586	4.0915
pray	3.672	voter	4.494	4.083
sword	4.808	walnut	3.335	4.0715
hamster	4.393	tune	3.747	4.07
cabin	4.478	cigarette	3.661	4.0695
daylight	2.348	potato	5.78	4.064
subject	4.103	pipe	4.022	4.0625
hate	5.331	sunlight	2.793	4.062
breast	5.45	kingdom	2.668	4.059
worn	3.93	weather	4.185	4.0575
biscuit	3.101	battle	5.014	4.0575
minute	4.306	laundry	3.805	4.0555
pew	2.439	gold	5.67	4.0545
fairy	3.451	flame	4.653	4.052
usual	1.141	fat	6.955	4.048
suite	2.063	winter	6.032	4.0475
canal	4.098	beetle	3.963	4.0305
harbor	3.43	garbage	4.629	4.0295
taste	6.307	reel	1.746	4.0265
eel	3.968	painter	4.056	4.012
gorilla	3.353	dye	4.663	4.008
cable	3.568	math	4.447	4.0075
choose	5.038	mammal	2.968	4.003
brook	3.399	rod	4.596	3.9975
column	4.673	secretary	3.31	3.9915
rear	3.25	range	4.73	3.99
powder	3.979	marble	3.996	3.9875
higher	5.417	flee	2.538	3.9775
avenue	3.961	trim	3.976	3.9685
sore	4.196	beet	3.737	3.9665
cost	6.382	route	1.543	3.9625
dummy	4.049	foam	3.869	3.959
area	6.15	butcher	1.766	3.958
lizard	4.03	tack	3.884	3.957
arrow	5.103	spank	2.805	3.954
danger	3.999	control	3.899	3.949
nun	3.363	shore	4.513	3.938
dumb	4.505	moth	3.363	3.934
rise	5.035	drama	2.826	3.9305
goof	1.66	leaf	6.194	3.927
steel	4.297	customer	3.556	3.9265
problem	5.199	bandage	2.648	3.9235
blonde	3.262	elephant	4.581	3.9215
task	3.932	slice	3.907	3.9195
clover	1.662	clown	6.173	3.9175
permit	1.845	suit	5.99	3.9175
tuck	3.504	shiny	4.31	3.907
mile	5.308	shrub	2.487	3.8975
sleeve	4.643	thorn	3.152	3.8975
loan	2.434	singer	5.357	3.8955
partner	4.762	combine	3.023	3.8925
cube	3.319	pattern	4.463	3.891
balloon	4.949	howl	2.831	3.89
stadium	3.707	missile	4.049	3.878
gown	3.97	shrimp	3.768	3.869
race	6.093	solution	1.645	3.869
dove	3.508	waste	4.229	3.8685
mat	5.086	lad	2.644	3.865
liquid	4.532	twig	3.168	3.85
date	6.876	bargain	0.82	3.848
corridor	0.854	smoke	6.835	3.8445
crown	4.089	ranch	3.597	3.843
slide	6.041	jockey	1.639	3.84
hurt	6.247	boulder	1.431	3.839
clear	5.353	umpire	2.31	3.8315
chart	3.726	canoe	3.902	3.814
gulf	2.504	prize	5.113	3.8085
travel	4.854	disc	2.743	3.7985
ark	3.282	risk	4.311	3.7965
magic	3.239	liver	4.351	3.795
wonder	3.217	liver	4.351	3.784
deputy	3.59	trim	3.976	3.783
necklace	3.351	weather	4.185	3.768
dock	3.502	pipe	4.022	3.762
spark	3.161	elf	4.36	3.7605
colony	3.136	circus	4.344	3.74
result	4.126	saddle	3.318	3.722
shout	4.889	odor	2.549	3.719
simple	3.175	flea	4.262	3.7185
wrap	4.454	diner	2.959	3.7065
husband	5.977	pliers	1.432	3.7045
inn	4.447	foil	2.955	3.701
farther	2.736	left	4.66	3.698
beauty	3.787	essay	3.587	3.687
raspberry	2.016	singer	5.357	3.6865
cheat	3.158	closer	4.207	3.6825
account	2.83	uniform	4.524	3.677
platform	2.411	guest	4.936	3.6735
dancer	4.209	alien	3.129	3.669
winter	6.032	newborn	1.3	3.666
wound	4.196	timber	3.125	3.6605
private	3.952	herd	3.356	3.654
golf	5.282	gravel	2.02	3.651
swimming	4.509	military	2.788	3.6485
curb	4.164	topic	3.096	3.63
ox	5.882	venom	1.375	3.6285
lump	4.344	excuse	2.897	3.6205
cue	1.955	cancer	5.283	3.619
spell	4.839	strength	2.38	3.6095
dresser	3.424	surf	3.795	3.6095
broom	3.933	episode	3.246	3.5895
bloom	3.665	stool	3.491	3.578
death	5.982	emerald	1.171	3.5765
student	6.127	foe	1.014	3.5705
narrow	2.532	dump	4.603	3.5675
nest	5.221	impact	1.833	3.527
duke	3.492	staff	3.558	3.525
liar	3.862	shovel	3.185	3.5235
cloth	5.209	pollen	1.826	3.5175
bomb	5.213	prune	1.812	3.5125
discussion	1.672	company	5.342	3.507
chest	5.55	poll	1.46	3.505
fast	5.913	invitation	1.089	3.501
spicy	3.638	deliver	3.344	3.491
supper	2.976	cement	4.004	3.49
quick	3.969	cucumber	2.987	3.478
million	2.958	private	3.952	3.455
dew	3.084	laundry	3.805	3.4445
